1.00000e+00 -4.73594e+03 4.30625e-01 0.00000e+00 0.00000e+00 7.33591e-02 2.84207e-03 0.00000e+00 0.00000e+00
1.10000e+00 -4.71560e+03 5.27757e-01 0.00000e+00 0.00000e+00 9.10623e-02 3.97554e-03 0.00000e+00 0.00000e+00
1.20000e+00 -4.69316e+03 6.88454e-01 0.00000e+00 0.00000e+00 1.30210e-01 6.61673e-03 0.00000e+00 0.00000e+00
1.30000e+00 -4.66277e+03 8.70626e-01 0.00000e+00 0.00000e+00 1.77432e-01 8.55001e-03 0.00000e+00 0.00000e+00
1.40000e+00 -4.62002e+03 9.24872e-01 0.00000e+00 0.00000e+00 1.72649e-01 8.43029e-03 0.00000e+00 0.00000e+00
1.50000e+00 -4.57062e+03 1.07846e+00 0.00000e+00 0.00000e+00 2.04494e-01 8.72127e-03 0.00000e+00 0.00000e+00
1.60000e+00 -4.50264e+03 1.34535e+00 0.00000e+00 0.00000e+00 2.79698e-01 1.28014e-02 0.00000e+00 0.00000e+00
1.70000e+00 -4.41829e+03 1.50476e+00 0.00000e+00 0.00000e+00 3.09951e-01 1.28923e-02 0.00000e+00 0.00000e+00
1.80000e+00 -4.31236e+03 2.00332e+00 0.00000e+00 0.00000e+00 4.90020e-01 2.34442e-02 0.00000e+00 0.00000e+00
1.90000e+00 -4.16979e+03 2.31257e+00 0.00000e+00 0.00000e+00 5.86057e-01 2.64783e-02 0.00000e+00 0.00000e+00
2.00000e+00 -4.01833e+03 2.66247e+00 0.00000e+00 0.00000e+00 7.01079e-01 3.21221e-02 0.00000e+00 0.00000e+00
2.10000e+00 -3.79438e+03 3.00127e+00 0.00000e+00 0.00000e+00 8.08032e-01 3.66929e-02 0.00000e+00 0.00000e+00
2.20000e+00 -3.48613e+03 3.51538e+00 0.00000e+00 0.00000e+00 1.01008e+00 4.48576e-02 0.00000e+00 0.00000e+00
2.30000e+00 -3.22132e+03 3.96024e+00 0.00000e+00 0.00000e+00 1.17285e+00 5.34233e-02 0.00000e+00 0.00000e+00
2.40000e+00 -2.97639e+03 3.84536e+00 0.00000e+00 0.00000e+00 1.01557e+00 4.82748e-02 0.00000e+00 0.00000e+00
2.50000e+00 -2.74403e+03 3.88185e+00 0.00000e+00 0.00000e+00 9.53791e-01 4.34892e-02 0.00000e+00 0.00000e+00
2.60000e+00 -2.55863e+03 3.42718e+00 0.00000e+00 0.00000e+00 6.87358e-01 2.76120e-02 0.00000e+00 0.00000e+00
2.70000e+00 -2.39400e+03 3.34912e+00 0.00000e+00 0.00000e+00 6.08682e-01 2.58980e-02 0.00000e+00 0.00000e+00
2.80000e+00 -2.26042e+03 3.16243e+00 0.00000e+00 0.00000e+00 5.04639e-01 2.24868e-02 0.00000e+00 0.00000e+00
2.90000e+00 -2.13603e+03 2.92261e+00 0.00000e+00 0.00000e+00 4.01793e-01 1.89396e-02 0.00000e+00 0.00000e+00
3.00000e+00 -2.03678e+03 2.94245e+00 0.00000e+00 0.00000e+00 3.80569e-01 1.72386e-02 0.00000e+00 0.00000e+00
