1.00000e+00 -4.99294e+03 2.46809e-01 1.59466e-03 1.01101e-04 2.40978e-02 1.51185e-03 2.49820e+03 6.34901e-02
1.10000e+00 -4.98429e+03 3.62017e-01 3.25217e-03 1.61967e-04 4.28478e-02 2.08469e-03 2.49596e+03 9.50944e-02
1.20000e+00 -4.97227e+03 4.78404e-01 5.40357e-03 2.72866e-04 6.28759e-02 3.18100e-03 2.49279e+03 1.28027e-01
1.30000e+00 -4.95109e+03 6.60366e-01 1.02686e-02 6.09029e-04 1.02080e-01 5.35820e-03 2.48708e+03 1.83696e-01
1.40000e+00 -4.92199e+03 8.26989e-01 1.58701e-02 7.39180e-04 1.38038e-01 6.17138e-03 2.47898e+03 2.36987e-01
1.50000e+00 -4.87846e+03 1.06345e+00 2.76815e-02 1.28291e-03 1.98842e-01 9.09938e-03 2.46637e+03 3.23976e-01
1.60000e+00 -4.82211e+03 1.33401e+00 4.63536e-02 2.27713e-03 2.75002e-01 1.24114e-02 2.44943e+03 4.32986e-01
1.70000e+00 -4.74534e+03 1.56788e+00 7.08532e-02 4.50476e-03 3.36498e-01 1.63634e-02 2.42517e+03 5.51793e-01
1.80000e+00 -4.65139e+03 1.89828e+00 1.06277e-01 5.45843e-03 4.39979e-01 2.07249e-02 2.39354e+03 6.95390e-01
1.90000e+00 -4.52779e+03 2.25266e+00 1.87558e-01 9.57003e-03 5.56082e-01 2.47888e-02 2.34776e+03 9.49109e-01
2.00000e+00 -4.35979e+03 2.64601e+00 3.54683e-01 2.00212e-02 6.92435e-01 3.32712e-02 2.27655e+03 1.33908e+00
2.10000e+00 -4.15008e+03 3.31015e+00 8.68010e-01 4.82053e-02 9.82906e-01 4.44319e-02 2.17135e+03 2.14656e+00
2.20000e+00 -3.87815e+03 4.06190e+00 2.68647e+00 1.59244e-01 1.34856e+00 6.21930e-02 1.98702e+03 3.86522e+00
2.30000e+00 -3.44817e+03 5.07812e+00 3.19919e+02 8.15683e+00 1.92844e+00 8.03188e-02 4.90111e+02 4.31276e+01
2.40000e+00 -3.02785e+03 4.43494e+00 7.99306e+01 2.85727e+00 1.35085e+00 6.43497e-02 7.97374e+00 2.20208e+01
2.50000e+00 -2.76851e+03 3.52449e+00 2.46357e+01 9.41725e-01 7.86266e-01 3.42402e-02 8.01596e+01 1.24774e+01
2.60000e+00 -2.56579e+03 3.37971e+00 1.39458e+01 6.19781e-01 6.68451e-01 3.21724e-02 2.79495e+01 9.57373e+00
2.70000e+00 -2.40203e+03 3.35058e+00 9.49315e+00 4.19773e-01 6.09212e-01 2.68697e-02 1.39657e+01 8.04932e+00
2.80000e+00 -2.27231e+03 3.17556e+00 7.68438e+00 3.56738e-01 5.08840e-01 2.32977e-02 1.53859e+01 7.37489e+00
2.90000e+00 -2.14902e+03 3.05816e+00 5.13764e+00 2.31131e-01 4.39928e-01 1.98331e-02 1.11980e+01 6.13695e+00
3.00000e+00 -2.04751e+03 2.84363e+00 3.73559e+00 1.57622e-01 3.55435e-01 1.62017e-02 2.08081e+00 5.32246e+00
